turtle-id,belief
395,-0.24883781678131875
287,-0.09381189921116058
490,-0.17266070123056698
33,-0.10467386766122581
381,-0.1528048646147116
280,0.8876295430503955
304,-0.12122739495042703
465,-0.1885106919639466
47,0.92861845668872
163,-0.1392354002427334
207,-0.21002118921732427
411,-0.0968661397067283
225,0.42038592828023325
183,0.9322407247181632
217,-0.15040299548940184
252,-0.17979609138117156
51,0.9239098885065007
99,-0.16082585517206271
285,0.5820861920336322
497,-0.1165474694634818
1,0.9459957374888157
343,-0.05696388102856675
260,-0.14055767570055117
152,-0.09752621982458018
322,-0.10743192237212888
451,-0.08374088403553874
488,-0.1811867603915106
445,-0.1389851072118001
481,0.002158742849995297
498,-0.1344450384323755
281,-0.19255327871497013
472,-0.12718334356968186
434,-0.1542445628384578
123,0.9294951510640851
370,-0.12882747360235408
296,-0.12531137566248307
331,-0.14303883474530782
307,0.4970141235156256
340,0.5523683875588379
148,-0.4476416398200417
87,-0.6284658097708
342,0.5150227255080728
230,-0.138600104941962
72,-0.1347412653417784
139,0.5446676855407884
6,0.05264386207389397
124,-0.15660963634468839
406,-0.11064124668438993
354,-0.8349495055384195
283,-0.09659292585422515
153,-0.24777200265360078
174,0.5465498641442146
394,-0.10500809860943047
49,-0.07401538058792802
288,-0.15661157631663308
89,-0.15285438668422435
145,-0.17126740732995055
416,-0.10344223368852211
433,-0.8753219488492082
313,0.005170103125499091
359,0.9021992304897141
346,-0.01689159973004356
399,-0.23755638039795418
40,0.9307389401989372
338,0.5637734803767263
55,-0.14207514609658134
418,0.10259817044293121
219,-0.19273384720300152
171,0.259571113276789
211,-0.1777052202451482
410,-0.11173807442686985
243,-0.18617478193679465
423,0.2365169081033374
176,0.16706979822610854
348,-0.18008491915850963
274,-0.1704033115301778
299,-0.22531083164911003
362,-0.8085063231289085
28,0.03909701739486164
461,-0.03904013042069601
88,-0.13566602850325915
314,0.9263696306496728
437,-0.040221211135852
235,-0.15688955184219766
393,0.9204760875698337
476,-0.1544168507966019
45,0.018863769538534057
37,-0.1703464719022765
185,-0.19140712658017475
397,-0.17311016758050615
54,-0.8845883847857586
371,-0.17973371289850365
178,-0.875596344138236
428,0.8792420842442134
435,-0.09965390373600352
141,-0.19633809880863348
199,-0.2512242841019366
100,-0.15355651982367535
133,-0.1036992694439634
450,-0.5943020714791902
39,0.9280328608142185
438,0.00419331576264421
81,-0.8937079577849514
167,-0.16196454590511972
210,0.9242854590348384
64,-0.22869409528411616
228,-0.23019772437035307
223,-0.3635885832152143
430,0.9265160391632736
27,0.9162186469573244
469,-0.8833777006181739
180,-0.15927039519810496
473,-0.2550954151477394
466,-0.12690803121715977
193,0.8959532152177361
103,-0.11563844427484626
494,0.2637136116295103
25,-0.8881213434416814
270,-0.1208036744857956
11,0.9337332423610136
317,-0.12971451430677602
158,-0.10918513409285842
262,-0.18687285995517625
454,-0.4373025858712539
357,-0.18372552857134156
8,0.046563127682593845
82,0.7821152769456582
20,-0.01757853775488643
127,-0.25153285853591445
165,-0.06596295133009457
138,0.26131651472503614
74,0.13425412165922848
457,-0.8540509515507206
140,-0.19869115059607795
358,-0.17956926528973768
65,-0.07391828254864227
261,-0.15855682811415264
0,0.13086374069089035
142,-0.11349330516084709
496,0.6602819816767568
242,-0.1488643950212908
236,-0.17829325352001146
126,0.506432702108758
431,-0.132377779755594
170,-0.8568169150639395
464,-0.19628876885157756
53,0.9316964955173516
212,0.9904221360626118
107,-0.428569162664633
132,0.9249150932747529
241,-0.18116820866571945
475,-0.0872273984600672
329,0.9200215245552266
18,-0.047512779899429536
309,-0.15171178423032805
221,-0.1428573976077168
368,-0.5856057686689728
83,-0.4222967812741012
157,-0.02396075612452742
298,0.8930341612365109
318,-0.10645847273649148
404,-0.07086198406028948
173,-0.8638108295963485
115,-0.06814290579093012
156,0.5143497480803111
238,-0.8599170941925763
491,-0.4298009877254685
257,-0.09119926998010168
308,0.2574132162709642
335,-0.1696866625273115
109,-0.6877314403680205
224,-0.18495922111033755
128,-0.3247045953457868
291,-0.4313990432847683
