turtle-id,belief
93,0.07964491192189664
230,0.0667418196163575
140,0.03217412968387938
234,0.024688355597270818
193,0.03632934825788551
204,-0.041006186718595586
33,-0.013645317792983393
496,0.014162543096530464
105,0.015565400949343016
357,0.012727919653887436
445,-0.026897074244152722
180,6.825585182257156E-4
155,-0.5928241675570335
291,-0.0015512580499400467
18,0.02566422013689692
225,0.08078783333893308
339,0.5082269425690653
166,-0.3956353016499512
148,-0.5129245329415695
13,0.024032790935696675
117,0.6113109710766795
407,-0.019616562635524283
403,0.040333100549357674
312,0.7586175695400093
361,0.7609659887425019
297,-0.111748067666765
69,-0.3514565558924838
344,-0.006561187438237265
404,0.07189480734367529
392,0.023299264382095296
266,0.020650769006543803
386,0.7838453183585968
437,-0.005274609141690987
469,-0.8292253504074765
343,0.022784346445564187
108,0.07454553480097233
125,-0.023035024695150084
430,0.8308460626616092
405,-0.7216499491223943
490,-0.0027816921263609773
67,0.0061805444684508385
206,0.6609797498152086
72,0.10770998898879558
313,0.011204292021747402
428,0.593271167908278
460,-0.8378327182871629
87,-0.5523443636475835
242,0.04599617755196176
362,-0.4837164860039441
331,-0.007651898306029449
423,0.4349692481692317
488,0.014931680672098727
281,0.05647628687679273
468,-0.7955339636610528
296,0.0014252782902136915
295,0.02033476186826489
120,0.02262446059856143
11,0.4887923806021118
480,-0.42169218022201627
359,0.017584494803677995
467,-0.06481637439805293
421,0.20953621588824614
274,0.09601967676539266
221,0.03467644106196753
210,0.5398869939844829
335,-0.003474147724484987
6,6.587366160373206E-4
338,0.545347040162094
54,-0.6761612808458661
282,-0.021800565598966058
139,0.5400738288651141
178,-0.6370021602322858
75,0.5892880536790985
298,-0.02433350668388004
323,0.017500646220277534
70,0.032003781071426866
233,0.033833360738015045
355,-0.04391384177817833
327,-0.04135129821822585
27,0.5457016042700933
173,-0.6807551926085332
498,0.017251094650570578
443,-0.015545103559354014
406,0.009111742007677719
226,0.06598048412453644
14,0.010043304394107413
42,-0.029038764827543608
425,0.52497505628281
113,0.7726377300819713
454,-0.356534834925138
471,-0.02270230920710563
86,0.5530834907105555
442,-0.05256223692375547
22,0.08564906382828891
91,0.6413035686095632
158,0.06833644725548041
321,0.03883036276331542
473,0.047828983327221214
213,-0.052652197098036244
185,0.07639925385013234
227,0.5115216271416361
128,0.06273881290828773
198,-0.023894285245653273
182,0.8324030225682085
236,0.09382579859045143
29,0.0572732316420545
455,0.07258940915699784
175,-0.11070915932513652
167,-0.09858536078363658
390,-0.004050864438547895
82,0.5870309086246502
62,0.04136161170945486
419,0.6256497461161028
190,-0.007437436663966512
99,0.056775590807062216
