turtle-id,opinion-sd
219,0.15246861988487012
47,0.49942923567863035
85,0.4522047704813355
478,0.4872601066615222
193,0.03314472175392504
345,0.6585833668638416
423,0.48075720210411355
20,0.4078521708968662
262,0.46600734119805887
257,0.48246144287201853
68,0.4009713165329421
6,0.034918576920218894
465,0.40406043179597095
499,0.45465345965807685
339,0.5079857369364025
97,0.447564716758093
347,0.4660862152263845
271,0.48866787962935204
372,0.4748448584239036
230,0.4515992958647304
384,0.5059375168346445
144,0.32196853251645213
126,0.41842338715815963
228,0.4483976728994108
329,0.43817220877478436
263,0.4767750263901089
214,0.4678220366351962
293,0.46609484555241393
315,0.48404669014325585
351,0.4679247979130623
440,0.39901577487376305
290,0.5378419154343631
30,0.4292268148910725
108,0.3915697477889351
325,0.4853906653875321
53,0.43692394560706505
362,0.46689186611696054
378,0.4358666827971856
170,0.4317431213335139
109,0.4375872524512154
78,0.374331091521275
424,0.4669112986783715
278,0.39918436367152427
304,0.4704874588734298
337,0.4327710431022164
43,0.41715467450930194
158,0.4825302040008824
416,0.4717147259429522
443,0.5264233379917533
69,0.3997557397915019
311,0.47227136934357256
327,0.4388370005006887
116,0.47242431058497886
100,0.3519272473321568
318,0.4870102378779113
291,0.46929063178459546
436,0.4796863550808181
466,0.42885771755573443
66,0.4668361017043016
385,0.4822905909373628
227,0.48821090869582645
269,0.43904878537964
4,0.03884202787831669
169,0.4618864229941237
64,0.47629082739624307
127,0.4015870559268352
401,0.4638832878049421
413,0.46151193515404504
24,0.379687757856251
467,0.4431290377414633
428,0.47508168799148315
249,0.437660925988834
482,0.49524381928159106
317,0.530964124852112
83,0.43572492503598453
59,0.46116811034850713
145,0.39719087702989514
175,0.4267957436485914
371,0.5040856227492582
302,0.42538469429948644
417,0.5152498158612382
29,0.4433345552286231
37,0.4639540092723995
38,0.43707618045947694
489,0.482394985424456
75,0.42323092352955
60,0.36262426234069667
82,0.325836545955793
300,0.45454721700342454
310,0.4702655302448649
402,0.46186420952337653
210,0.45844789850643786
381,0.45818034847992534
135,0.4116064172419704
361,0.4699556652794436
477,0.5079335204099682
294,0.45265773326255726
410,0.45465600984340265
62,0.4125154070736854
407,0.4998235719948019
360,0.3635536282410183
453,0.47048836999147337
250,0.3724363761453298
179,0.4406746531357375
22,0.1456148392604221
246,0.4207265720185513
56,0.484833832567942
221,0.4984472134256044
16,0.4402663976177359
368,0.5229787848666327
237,0.25268473938732744
442,0.5069978425930717
256,0.0690126676532087
486,0.4782143762291604
308,0.49647279113783105
468,0.46858873070751406
398,0.4686523079360025
321,0.4688714286752979
182,0.4787990084945923
451,0.4734875433162287
439,0.4738259480213786
434,0.4654605464781165
309,0.2744877460255263
178,0.020405505796645643
429,0.4677507143713669
180,0.44294720895616135
296,0.46080081780247933
104,0.4464617304740281
444,0.49378503547516583
324,0.429031308478664
475,0.47192172470072974
54,0.43745884302203253
94,0.46977846432004455
236,0.47789397238849013
313,0.45437525610656204
476,0.4937851106879234
441,0.45305234707538855
155,0.45273904938380244
154,0.4763280662548116
118,0.5154034021776155
265,0.45776163305339224
248,0.4564102317959651
220,0.46388445653280946
96,0.5238408354221947
45,0.4498034354762865
288,0.436118560622425
425,0.25932974049824087
251,0.47621256308200627
483,0.47161559485634214
382,0.47696790419511315
49,0.40493360688089314
217,0.504420210709256
312,0.4635278776611974
9,0.3451937482316836
40,0.5089116314306839
234,0.4148132585784254
446,0.44999280152284915
156,0.40603670497179073
229,0.4313202069697837
391,0.45844785683997785
168,0.44985662282815325
363,0.461307793791075
448,0.41558801415047897
90,0.487954945709252
139,0.4573931258850088
377,0.4855686130973289
203,0.4969346937312913
186,0.45320036087565485
485,0.5116678467030241
112,0.4956549916127049
276,0.47055185565062124
472,0.46570853135751583
39,0.36352093409626945
181,0.42254647311675736
286,0.4420748096426935
245,0.5464856426323791
282,0.497785619159355
172,0.26797061449189014
459,0.49632130983669587
353,0.4456501323783495
323,0.4382771085591943
259,0.4803105241874823
12,0.40048045287638157
93,0.4349238722028845
240,0.4740672912237235
74,0.4862291944706379
95,0.36245159269216953
15,0.44079405406904215
52,0.49217131736247355
114,0.5013000286862775
23,0.42600673137760964
386,0.44214239362820246
41,0.4431161017819041
461,0.45162012992042716
138,0.44334025505516617
322,0.4684444963677693
192,0.44391445624457987
473,0.4626732137851189
268,0.4038001641214826
174,0.3761152029686186
28,0.41189508891986926
65,0.431614339973783
352,0.4901186897647024
281,0.5435816984421761
165,0.4964794120210477
161,0.47689623265314696
153,0.4101253053067839
369,0.44904164524258466
31,0.4565960648977807
495,0.4960711854792458
364,0.41724211282836665
449,0.4617734762237481
162,0.4429200806767887
490,0.48607662016888575
195,0.45449877142122863
129,0.45171034872563565
420,0.5149290362157515
338,0.46349566540548615
450,0.5240690489707415
199,0.4556731300560981
447,0.48879286378333797
277,0.50492145843994
273,0.509331177242666
252,0.46686434760707285
373,0.49884164323531804
431,0.4393165225440283
51,0.16549692356628334
409,0.46578227040125014
218,0.45410028609259684
474,0.43190416866908404
354,0.5098507963986737
57,0.4554955972359043
150,0.44714440436849534
471,0.4254049291802084
479,0.45265683846676663
81,0.19373047613272443
87,0.4914268008565735
61,0.35685434971701036
497,0.43906688931122784
91,0.47350612992347596
167,0.4396711509754416
297,0.480296438076034
349,0.4853268718586825
307,0.44122200312822496
7,0.42158277561244767
190,0.4281665495420446
105,0.4304204694447278
32,0.4533969460370949
131,0.4499953907137346
366,0.4662881153050233
73,0.437006464320802
493,0.4800527202604051
122,0.4539834766849718
202,0.4565546639194338
88,0.45377741655237513
491,0.532618775085303
376,0.48917006921688544
146,0.4595299147375096
438,0.4676684246112735
3,0.038017894081674046
375,0.4296009993008958
284,0.4627789430469416
267,0.4622309766682271
283,0.4564411128596078
340,0.44405863289721104
394,0.4735129702832049
242,0.33967549165260663
437,0.4910171509260137
285,0.42228371136994863
498,0.48800206712519306
0,0
487,0.43456122626195987
316,0.4888381821481919
157,0.40473117706267286
335,0.45296123217747764
110,0.4614516507908334
35,0.35201850720495087
331,0.46824359938916005
171,0.46657852483255935
457,0.5113571735824204
275,0.48878350037010704
222,0.5230932077861001
101,0.45733418429822636
163,0.4491336633285583
10,0.36426324741304267
298,0.5029685928245511
496,0.5084425600305676
358,0.4732131031829862
185,0.4566711375955759
427,0.4620110576332821
71,0.34315629261573966
287,0.48120381373918936
188,0.5078970883179559
422,0.46402846549827964
141,0.4817820885631423
184,0.449297908841717
208,0.43139147991784044
266,0.45990043782483614
164,0.4412032412939692
301,0.47773829810065355
134,0.2958976239177493
403,0.47866582690996295
370,0.4816843914995034
198,0.5173266404846094
119,0.46179021260636577
102,0.41599950717016315
405,0.49752651941012266
481,0.42546848228706735
132,0.47808929608631134
342,0.43251954385111396
159,0.4668495204018346
320,0.4753066523056248
396,0.45302107470031344
367,0.4201861731317597
357,0.5031139588010475
383,0.4682470988381746
397,0.4729844168513454
166,0.4745948066531145
216,0.44503431703591995
128,0.46170334451267925
355,0.4987673997698115
231,0.46207222681880855
120,0.4502956271989838
261,0.40528428938272354
48,0.4434409578861374
419,0.47819052514563376
418,0.4408944341980304
33,0.48542038647194025
319,0.4781763203486693
463,0.41334623780972357
200,0.4641177103743008
211,0.5126432801864739
432,0.49084863032644643
176,0.4291123102224679
392,0.4738169712522661
92,0.47365310105427644
42,0.4389257030153998
63,0.3431846853771722
152,0.4576685757713728
19,0.4446591945303013
11,0.31488558457152716
191,0.4986818492968627
379,0.45676300969670375
452,0.49329957588053863
121,0.5454270004126097
148,0.4424969904590927
454,0.4944586432543121
299,0.45377693360319404
177,0.39775702677909525
206,0.46059404945058496
445,0.47158640718048445
258,0.46383252071457665
189,0.4684566580550513
332,0.46445485419864085
143,0.45022407704531764
289,0.4356406327407122
389,0.45363803849967543
72,0.4583326334271126
125,0.45842423778009145
223,0.46851598607722905
406,0.47639958225851464
393,0.4435853161510952
201,0.45385769098429446
76,0.36061909246910007
197,0.4545798578533977
34,0.46689257696677455
469,0.5227855859899673
133,0.504875090007512
270,0.47067740918412376
343,0.46741416033085853
292,0.4863203097418857
280,0.4596297482616624
8,0.3638238824529277
86,0.45891633687005595
492,0.47995035117082635
173,0.49048596831441915
359,0.4613537104724135
480,0.4574892734803944
194,0.4574903484486696
137,0.44223759904341253
341,0.5107641880909568
274,0.4615137585186638
215,0.4607996694074205
205,0.47283391654364043
456,0.4736035162349973
36,0.49102119390862703
305,0.3942323246800604
2,0.02805006663688625
464,0.44826310357659743
494,0.4404846486948722
388,0.47651993958961025
458,0.46971787118691194
334,0.44820153420997316
111,0.036616979085929716
412,0.48712582596725773
238,0.45115869999544933
130,0.4919131161679604
421,0.4369416896874198
25,0.4370405581430264
326,0.45174432890281496
103,0.444517898255675
79,0.48827861677184065
247,0.4440162288330083
55,0.4298364881265372
470,0.4820366840358682
1,0
295,0.48245509684767557
14,0.29257346177684646
196,0.43048192672171504
113,0.2967529397968998
213,0.28638988320101644
408,0.46896513644310317
183,0.4925385818794087
44,0.4734156960264976
260,0.46486886004626854
123,0.45799072266279733
17,0.3677782115476129
80,0.4815370777229263
306,0.4663597205030572
117,0.5278064295095329
255,0.43556572394621507
235,0.495168371834622
414,0.4735147897452719
484,0.4028377809004287
209,0.45191693925674653
330,0.4822044370294815
107,0.44994224775039415
124,0.46872996246108706
225,0.4508391887607339
142,0.45801292215073136
5,0.03843950738946613
241,0.47224245559593997
380,0.505166127419975
488,0.4766747529539716
303,0.389707367827445
430,0.4735242952579811
27,0.40867299576154253
99,0.4829645692567414
328,0.5425134250226051
204,0.46219840001333357
455,0.4887499498293075
50,0.4265955376799284
253,0.4417167819878485
365,0.4749727272574241
70,0.42817325872873846
58,0.4281690004579455
239,0.4111785560438022
314,0.4653302690353033
21,0.3584046967183548
411,0.4504751032802884
151,0.3684274805752238
77,0.4185068986902612
46,0.492400431312506
84,0.4456505801786753
348,0.46821854665096624
89,0.44014320500389587
272,0.4782795917677727
336,0.4505557807659651
106,0.44580450680888
395,0.5189767625285646
460,0.472509096117555
244,0.46122450160150524
98,0.4584910811157219
435,0.47166898261827733
264,0.4565421339505283
400,0.4712066559682785
115,0.36064464791633843
233,0.44188966467629226
207,0.3897564440376296
399,0.47919931892419293
232,0.45966950230181636
224,0.4278300975266137
346,0.4820308390589822
374,0.45432883602445845
187,0.4812909133537005
333,0.4859409820649219
404,0.4755410491698431
67,0.38545168232725885
387,0.47292558428733467
350,0.4737334467077453
160,0.35716356098737634
426,0.3050707936145282
254,0.44586249391572175
212,0.45598933825099475
344,0.4142289599375101
279,0.4705815626586965
433,0.5140768035608493
140,0.46313719862946706
26,0.12502043311771266
13,0.38896219627528267
149,0.4699809058152817
462,0.5169122940940911
390,0.46683381739877183
18,0.34029777620185203
226,0.47600940787747353
243,0.40356944309077064
415,0.3464060857659647
147,0.4249501662499267
356,0.45766374923972575
136,0.47845891053311257
