turtle-id,belief
375,-0.0572156325018601
439,-0.05703384900197714
105,-0.10605371603956977
11,-0.14949264983662058
383,0.6143556312402404
247,0.056305479611901264
86,-0.17152824119876015
358,-0.12644793104637522
399,-0.15030347792222248
33,-0.1496498043542076
429,-0.14341132059623943
305,-0.057938551661058296
466,-0.1392457448016602
428,-0.16604017672066934
0,-0.09787396139968246
436,-0.21770914031873426
100,-0.1733381784245767
4,-0.18074840959371652
387,-0.1884100976198545
270,-0.13100524308218292
457,-0.16467299985434983
488,-0.14643809553134657
396,-0.8129565662699199
190,-0.09062741673967872
339,-0.1566539353211239
187,-0.1424062314794204
320,-0.04699482005939467
177,-0.1779378004993442
211,-0.13402276222242027
163,-0.19474838577576067
153,-0.04481588845308389
252,-0.11856931370292698
341,-0.1558180838796573
304,-0.1355250635887867
498,0.38777179409410634
146,-0.15010506286004713
420,-0.06566275298218285
359,-0.11333629173393316
489,-0.2405255066998402
256,-0.09346788392546726
214,-0.1725362467093435
82,-0.14749491129332606
354,0.2902486733005182
433,-0.7917749464400834
386,0.3843415435215411
81,-0.8035031090904071
265,-0.12128570287336835
83,0.011892201096709219
215,0.04903727914551388
379,0.3316763100914984
3,-0.23888330711442343
174,-0.3277610789207271
406,-0.03978415096940691
237,-0.5950312645414191
186,0.5166817195218438
111,-0.1994919003004406
241,-0.0939177459264825
271,-0.4978715256326393
492,-0.16487683909616505
248,0.4998442675600158
422,-0.14073958594458685
421,-0.10987849520783968
407,-0.15601125221402154
281,-0.07173155201087773
300,-0.6737776783331091
28,-0.20760750883396434
425,-0.15248138524280183
380,-0.5162692690139937
276,-0.10511304490570143
362,-0.05965545660663097
495,0.7545046698817344
312,-0.12870291826104244
43,-0.15442808562531865
401,-0.14898522371540482
219,-0.1321474278545217
196,-0.11365453059267568
31,-0.1939623819970131
35,-0.14782169330228012
207,-0.15366905407435305
70,-0.13754366479384358
16,0.8240555765201356
360,-0.16544956978114397
295,-0.08680421799973194
469,-0.6117804345694551
416,-0.10467192904716531
279,-0.3866937258256916
206,-0.27855190913677047
34,-0.1541620276921381
127,-0.11343215249384316
475,-0.12088226955875819
101,-0.574957193944766
109,-0.22113166421330938
179,-0.18125233518024977
120,-0.14507321077581947
221,-0.06956250929477664
217,-0.1959980530114918
119,-0.13934889813444812
464,-0.14653957723560362
149,-0.1715324119795065
243,-0.15273634579406886
51,0.1459327289604589
202,0.6013580454121149
238,0.11061718771471733
262,-0.034855154754893196
398,-0.10794795665975535
440,-0.15382008097264868
42,-0.1272240689906616
275,-0.09313763055994934
315,-0.05287569391218876
121,-0.14629503318437875
417,-0.10168481254841
88,-0.030855254474403748
441,-0.16083262548456195
363,-0.34519473671233575
75,-0.15417098434226653
337,-0.12668081454840957
409,0.2260052876252968
222,0.03907865158869277
377,-0.019629579602229306
226,-0.12040545012518748
198,-0.13097389649078933
144,-0.07827840852615914
68,-0.34346468702520044
77,-0.037897635596233915
434,-0.08307842301273519
438,-0.13255650786897927
277,-0.1541577565506521
444,-0.1006212319153738
240,-0.0615826605843417
126,-0.12492526819679042
424,0.6437158452016898
473,-0.09635476897999701
159,-0.19732956313335928
44,-0.19936325534101298
89,-0.10973231496042728
91,-0.11230103214588391
373,-0.30362165517590173
173,-0.14018683950305522
13,-0.11787696966418788
92,-0.07710100551768406
267,-0.1404455600383274
308,-0.7720368449261423
261,-0.13730377684145603
118,-0.12689708063854588
413,-0.0907576130412252
223,-0.16823512049820058
122,-0.0923913739182726
192,-0.09935293964785383
249,-0.13516201091267524
385,-0.08707542025254666
322,-0.0789181424494266
412,0.010004244655768515
58,-0.11114180940134251
216,-0.0436839654828462
161,-0.1490275705653498
123,-0.2796135572076404
357,-0.10059841829484897
325,0.2336372147422641
257,-0.14635049875071457
313,-0.1012574463461139
460,-0.3425810195885422
392,0.1313465557692541
454,0.13418891448103812
452,-0.12886314403782545
62,-0.12566565237787827
448,-0.03703785350642408
21,-0.1620513313997376
280,-0.05161922223246855
183,0.22831807090525078
124,-0.15089931176831087
7,-0.14131886727557907
449,-0.10923251610953608
350,-0.11058825635158034
129,0.23281918191506767
471,-0.21312955356167199
22,-0.14830776175812369
54,0.4246089982197443
335,-0.13962271616829955
334,0.5265140619542795
468,-0.6528643317734176
96,-0.18625610990996924
366,-0.13093057198899855
2,-0.15210081829437713
227,0.2965900590988848
116,-0.12625678629478027
462,-0.14662757263204543
113,-0.32090032904621946
133,-0.00988271130607313
419,-0.19009060346221202
343,-0.17965481924295498
78,-0.07783570040621725
484,0.037565534769305894
390,-0.08626209097268082
224,-0.15007999691676432
50,-0.31765090391864315
431,-0.14330681112916918
286,-0.1071632906022262
90,-0.11498892488143063
338,0.9666966864145026
167,-0.16875631309745062
289,-0.14572099460048676
497,-0.04162932045208937
136,-0.0927088480925399
106,-0.1556904976940427
263,-0.21091854616108408
152,-0.11924396901394595
297,-0.07440916506152445
447,-0.119567505812639
17,-0.18988688509414745
410,-0.04182271454481956
112,-0.12912414458883004
97,-0.12929907514249528
411,-0.05391532490165582
418,-0.6473387843588967
230,-0.11664177754665653
184,-0.17353372708321407
142,0.23788058473375265
107,-0.0887412527677889
26,-0.18579039512756898
20,-0.10562517018071568
74,-0.44911429672812025
445,-0.08551066935440364
499,-0.10404558382056693
246,-0.06530401669733889
250,-0.12248251631745904
258,-0.1789455875688042
110,-0.1321398927258999
210,-0.19129825993641753
301,-0.21023517695472554
400,-0.5930909153475433
156,-0.4472902381835602
189,-0.18768230767399063
290,0.17298808806858024
490,-0.0937362291304958
455,-0.12867018330766647
435,-0.026293949931022163
67,-0.07829664675998438
59,-0.6570535193042977
374,-0.10896014568944083
27,-0.16873012136314522
204,-0.14712643395002167
472,-0.6439241871124709
371,-0.08001134515370723
66,-0.15968361863612698
340,0.6021395568082167
205,0.28980260444521283
291,-0.33177684910840094
437,-0.22926235491451769
251,-0.13802986640522652
64,-0.10812975116879354
12,-0.1693058261331656
69,-0.10866810414151913
331,-0.1333388508376751
242,-0.13959279141660444
432,-0.09470566392380633
491,0.6534468159124603
266,-0.14237281337604768
496,-0.11573056323802061
213,-0.11551766799221808
84,0.2343487857220861
193,-0.13863195681707002
181,-0.1253995404468744
25,-0.14587608193287122
185,-0.15787494773212335
45,-0.15212358971888154
200,-0.14570733196759017
329,0.44558823952360826
140,-0.19518668176070203
443,-0.059529362860431784
125,-0.10627865823279252
378,-0.09164011348667948
287,0.02655146586520597
180,-0.10277332432118717
57,-0.12238654900807944
321,-0.16205205892835295
87,-0.09323711500613524
234,-0.1029784878665902
259,-0.12488390558504207
98,-0.07536716283685146
394,-0.09146103404760407
285,-0.21477050720769186
372,-0.0911908464917043
117,-0.20759668811214588
32,-0.04648099684238867
134,-0.19419936146353411
60,-0.09730818057353811
278,-0.16783097477334413
239,-0.16462554907959584
182,-0.6411701003164127
10,-0.19016209792456795
364,-0.08827606803117319
1,-0.14941043429868137
209,-0.3476866500002859
102,0.8185321272983734
470,-0.20084003288417696
155,0.20067107533171452
158,-0.19044954858928057
284,-0.1409972785045492
302,-0.027060552739159277
346,-0.14474060229126146
76,-0.0377725897580154
430,0.4079449567304784
191,-0.14934016333657857
299,-0.09949646764283823
486,-0.042432046646988894
65,-0.15177073446760891
99,-0.15109893610483252
415,0.44156151761296686
467,-0.18555517162405474
218,-0.10539674223019486
456,-0.009750710242051333
427,-0.13735027002990227
482,-0.13229903730975295
197,-0.13607768269936352
150,-0.12245393039013851
442,-0.11719067420408286
352,-0.07507538687481445
19,-0.07489918108942943
306,-0.09897405285021711
29,-0.12848205882722125
148,0.7532502840912527
232,-0.5538103489236618
349,-0.11468381910137856
480,-0.48499118125019436
451,-0.12915026891731984
225,-0.1720412964380991
479,-0.08342693671197313
414,-0.2009826485944625
477,-0.12037702473677621
228,-0.18357495873843332
6,-0.11893176310712597
303,-0.15564328906030284
178,-0.22695486192089254
38,-0.08405262942687124
332,-0.15429349118331095
166,-9.739057715556711E-4
273,0.017900780492367412
147,-0.11035917206131675
212,-0.9518146799963182
201,-0.11032401522483916
382,-0.04580123242858207
345,-0.1642932510597739
