turtle-id,opinion-sd
39,0.27884162087492387
7,0.25849361797510084
168,0.36472224716301677
368,0.30720965187135163
273,0.3341483379657337
353,0.3537115459421462
309,0.34517118488503573
240,0.31099125388401444
392,0.32969855674803894
133,0.2850464112117043
130,0.09133185971252196
266,0.33382698218565937
48,0.1434890339584531
327,0.3658038176458239
22,0.25510675109658304
108,0.45561114223746696
99,0.21344094482848164
477,0.28757164872220736
283,0.3683719945472985
0,0
450,0.4937494968258796
326,0.23726434263664303
482,0.3542639726499505
412,0.4109809314437192
298,0.2778659190178015
89,0.3065185476618374
19,0.23117146402856234
460,0.3646952773922691
252,0.28813266840818225
452,0.18376535912011607
204,0.36642194039750564
369,0.3237681684427691
137,0.340284593506427
465,0.285416114626823
282,0.3732982827876992
473,0.2778966227234267
6,0.42179695455205984
9,0.23182519610167876
8,0.26949482232299693
42,0.27471967536613084
157,0.3650906166452338
393,0.4212564948496451
138,0.30934150279118905
232,0.3291358682506334
244,0.3314688877494018
263,0.33830113846451637
336,0.37397831244215596
377,0.390673758480556
317,0.2873995401258078
420,0.35105438352535595
146,0.18061462995974728
174,0.30127513405594647
365,0.34539645472861347
384,0.33747512290695725
246,0.28735025847379186
158,0.30592147569317674
219,0.33398641917984323
250,0.49465945347109314
188,0.3034999747574527
459,0.3022466783506161
479,0.347146712885597
70,0.3194992234962637
258,0.31716716553041585
58,0.3544331077032425
430,0.3572342473428303
342,0.19150877098363406
211,0.1242260390188497
472,0.39034338629227
142,0.4392810023548078
72,0.3381599284722723
3,0.3907342923033392
134,0.30466420945782335
11,0.22388344336698063
101,0.30343403711207195
478,0.38747632437306995
292,0.1928963387900018
93,0.32244001556577906
56,0.26137927948708256
308,0.3356629089210206
208,0.3207171903314813
27,0.2844340410184483
5,0.3060276364958554
320,0.3414145464214796
487,0.3480741571130647
311,0.29728998768431375
209,0.23684646229660325
120,0.3007928497742047
289,0.3181995134174524
410,0.38266807882711834
260,0.2882934346693345
171,0.2068351864318039
307,0.40322033675121227
67,0.25752984468642165
332,0.3140394374714975
126,0.3850910361899419
448,0.3414289482758043
364,0.3958260870673463
228,0.28328785635468556
160,0.2591256597781914
471,0.260927144631945
122,0.32683994215459433
361,0.16290649974057864
411,0.3344245095892693
230,0.34415670424822464
109,0.3088140754653455
275,0.30762075512800385
422,0.32656435549064555
407,0.38652121532485256
81,0.16603339372395798
123,0.05886416572309985
280,0.3343528688523982
467,0.2788390451699783
312,0.24848964472746712
302,0.36631759229716526
334,0.2998788465639437
187,0.052772369255035194
261,0.30719433889388553
139,0.21621622545256014
267,0.318490393312356
80,0.3797386093763289
264,0.3832896783922132
456,0.33081509249764945
44,0.2759050702566156
76,0.34982843625926247
25,0.206601989034722
